10;floating_harbor;147.58;9.50;2925.71;-2.43;1253
18;floating_harbor;142.00;9.50;2891.00;-1.70;1363
34;floating_harbor;1740.00;9.50;1864.00;-1.52;19612
36;floating_harbor;2590.00;9.50;2158.00;1.57;19714
47;floating_harbor;91.12;9.50;2865.60;-2.08;1234
55;floating_harbor;133.60;9.50;2892.50;-2.76;19344
106;floating_harbor;1748.00;9.50;2090.00;-3.17;19426
341;floating_harbor;1010.12;9.50;1677.18;-3.73;19416
2;floating_harbor;147.86;9.50;2920.37;-1.37;19346
8;floating_harbor;266.00;9.50;2957.00;-3.14;19376
13;floating_harbor;2262.00;9.50;2954.00;-1.57;19503
14;floating_harbor;2451.78;9.50;2583.11;-3.32;59
23;floating_harbor;2345.01;9.50;2598.68;-2.70;6825
25;floating_harbor;1854.63;9.50;2627.14;-3.34;19474
39;floating_harbor;2938.70;9.50;2580.99;-1.86;19711
41;floating_harbor;3137.00;9.50;2546.00;1.12;18924
49;floating_harbor;250.00;9.50;2656.00;0.80;9484
51;floating_harbor;62.00;9.50;2572.00;1.36;6975
52;floating_harbor;2934.00;9.50;2424.00;-1.87;4833
53;floating_harbor;1807.95;9.50;2550.95;-0.79;19470
56;floating_harbor;363.63;9.50;2425.75;-2.42;7935
57;floating_harbor;2805.00;9.50;2248.00;1.57;3003
66;floating_harbor;2098.00;9.50;2324.00;-1.57;4286
70;floating_harbor;1776.74;9.50;1821.87;-4.25;9674
71;floating_harbor;1657.00;9.50;2452.00;0.18;19467
84;floating_harbor;2084.64;9.50;2211.21;-1.25;19538
90;floating_harbor;857.00;9.50;2252.00;-3.94;19407
95;floating_harbor;2419.00;9.50;1991.00;1.57;7086
109;floating_harbor;2335.00;9.50;2143.00;-2.89;19662
115;floating_harbor;2556.95;9.50;2188.05;-2.36;19678
117;floating_harbor;2098.95;9.50;2205.95;-0.79;9936
118;floating_harbor;1748.00;9.50;2090.00;-3.14;9991
131;floating_harbor;1744.43;9.50;2122.24;-1.98;10024
147;floating_harbor;1667.00;9.50;2019.00;-1.65;10179
157;floating_harbor;2374.13;9.50;2076.74;-2.68;19983
172;floating_harbor;2422.05;9.50;1967.95;0.79;8457
180;floating_harbor;1145.64;9.50;1982.21;-1.25;10286
191;floating_harbor;1130.60;9.50;1934.80;-2.21;10356
317;floating_harbor;738.00;9.50;1659.00;-4.11;11297
347;floating_harbor;1813.08;9.50;1866.73;0.28;4863
354;floating_harbor;1025.00;9.50;1658.00;1.57;11512
28;floating_harbor;5.00;10.48;2908.00;0.01;5240
9;floating_harbor;5.00;10.48;2908.00;-3.16;3811
42;floating_harbor;2466.50;9.50;2538.60;1.19;19666
353;floating_harbor;738.00;9.50;1659.00;1.23;9529
353;floating_harbor;794.87;9.50;1653.26;0.46;11637
353;floating_harbor;738.00;9.50;1659.00;1.42;19388
353;floating_harbor;723.00;9.50;1563.00;-3.93;1853
353;floating_harbor;745.10;9.50;1631.15;1.41;2244
353;floating_harbor;742.57;9.50;1578.59;-4.03;2912
353;floating_harbor;738.00;9.50;1659.00;1.00;5596
353;floating_harbor;691.00;9.50;1621.00;1.43;8965
353;floating_harbor;733.40;9.50;1585.50;-3.52;11930
353;floating_harbor;789.70;9.50;1568.21;-2.90;2248
353;floating_harbor;723.00;9.50;1563.00;-4.41;2761
353;floating_harbor;838.00;9.50;1546.00;-2.86;4818
353;floating_harbor;806.00;9.50;1573.00;-3.14;5802
353;floating_harbor;838.92;9.50;1588.27;-2.86;11871
353;floating_harbor;838.00;9.50;1546.00;-2.84;11917
353;floating_harbor;828.79;9.50;1586.30;-1.82;11961
353;floating_harbor;890.00;9.50;1611.40;-2.11;7746
353;floating_harbor;866.37;9.50;1605.14;-2.94;11815
353;floating_harbor;855.37;9.50;1595.14;-2.94;11874
354;floating_harbor;1270.01;9.50;1674.93;0.14;9538
354;floating_harbor;1291.21;9.50;1673.64;-0.32;11471
354;floating_harbor;1249.63;9.50;1668.47;0.67;11517
354;floating_harbor;1306.15;9.50;1666.90;-0.17;11555
354;floating_harbor;1325.00;9.50;1641.00;-1.57;11627
354;floating_harbor;1300.95;9.50;1598.05;-2.36;6529
354;floating_harbor;1321.86;9.50;1626.63;-1.77;6570
350;floating_harbor;1246.00;9.50;1665.60;-1.03;11504
350;floating_harbor;1249.79;9.50;1671.30;-1.82;7137
350;floating_harbor;1241.00;9.50;1704.00;-1.57;5414
350;floating_harbor;1242.70;9.50;1705.79;-0.24;6507
350;floating_harbor;1259.00;9.50;1727.00;-1.33;11178
350;floating_harbor;1259.00;9.50;1727.00;-1.39;11214
350;floating_harbor;1234.95;9.50;1712.95;-0.79;11215
351;floating_harbor;1043.88;9.50;1572.18;-2.55;19411
76;arms_factory;1071.00;9.70;1814.00;2.99;0
76;arms_factory;1026.00;9.80;1812.00;4.20;0
76;arms_factory;1026.00;9.78;1810.00;0.94;0
76;arms_factory;1047.00;9.70;1801.00;3.60;0
76;arms_factory;1012.00;9.70;1789.00;6.26;0
76;arms_factory;1011.00;9.70;1813.00;4.10;0
76;industrial_complex;1099.00;9.70;1786.00;5.66;0
76;industrial_complex;1096.00;9.70;1810.00;2.05;0
76;industrial_complex;1090.00;9.70;1806.00;4.71;0
76;industrial_complex;1072.00;10.25;1761.00;2.55;0
76;industrial_complex;1060.00;9.70;1777.00;4.11;0
76;industrial_complex;1019.00;9.85;1904.00;0.49;0
76;air_base;1106.00;9.70;1805.00;3.15;0
76;supply_node;1021.00;9.70;1862.00;0.65;0
76;supply_node;1023.00;9.70;1866.00;3.24;0
76;supply_node;1016.00;9.70;1880.00;6.18;0
76;supply_node;1001.00;9.70;1878.00;1.37;0
76;supply_node;1013.00;9.80;1871.00;5.41;0
76;supply_node;1000.00;10.68;1892.00;2.07;0
76;supply_node;1042.00;10.48;1844.00;3.54;0
76;supply_node;1031.00;9.85;1854.00;1.30;0
76;supply_node;1054.00;10.68;1834.00;2.78;0
76;supply_node;1010.00;9.70;1861.00;5.72;0
76;supply_node;1024.00;9.70;1840.00;2.02;0
76;supply_node;1000.00;9.70;1818.00;4.95;0
76;supply_node;1002.00;9.70;1853.00;1.60;0
76;supply_node;1013.00;9.70;1831.00;3.09;0
76;supply_node;1043.00;9.90;1823.00;0.84;0
76;supply_node;1061.00;9.70;1817.00;2.32;0
76;supply_node;1078.00;9.70;1814.00;5.25;0
76;supply_node;1031.00;9.70;1797.00;3.02;0
76;supply_node;1045.00;9.70;1802.00;4.49;0
76;supply_node;1028.00;9.70;1814.00;1.14;0
76;supply_node;1017.00;9.70;1805.00;3.73;0
76;supply_node;1009.00;9.70;1794.00;0.38;0
76;supply_node;991.00;9.70;1799.00;3.32;0
76;supply_node;1095.00;9.70;1808.00;5.90;0
76;supply_node;1085.00;10.73;1784.00;2.56;0
76;supply_node;1068.00;9.70;1786.00;4.03;0
76;supply_node;1069.00;9.70;1766.00;1.79;0
76;supply_node;1103.00;10.38;1796.00;4.72;0
76;supply_node;1087.00;9.70;1796.00;6.21;0
76;supply_node;1089.00;9.70;1801.00;3.96;0
76;supply_node;1017.00;11.05;1913.00;5.44;0
76;supply_node;1021.00;10.82;1892.00;2.09;0
76;naval_base;1058.00;9.50;1770.00;-1.97;16796
76;naval_base;994.00;9.50;1795.00;-0.22;16708
76;naval_base;1069.00;9.70;1797.00;-2.76;16796
76;naval_base;1063.00;9.50;1803.00;0.15;16796
76;naval_base;1074.00;9.50;1803.00;-0.27;16796
76;naval_base;986.00;9.50;1807.00;-2.03;17891
76;naval_base;1016.00;9.70;1794.00;0.95;16796
76;naval_base;997.00;9.50;1849.00;-1.33;17891
76;naval_base;1044.00;9.50;1795.00;0.28;16796
76;naval_base;1082.00;9.50;1802.00;-2.55;16796
76;naval_base;1007.00;9.50;1838.00;-2.42;17891
76;naval_base;1003.00;9.70;1869.00;-2.18;17891
76;naval_base;1081.00;9.70;1799.00;-2.78;16796
76;naval_base;995.00;9.50;1876.00;-0.20;17891
76;naval_base;1029.00;9.50;1790.00;-0.17;16796
76;naval_base;1024.00;9.50;1795.00;0.42;16796
76;naval_base;1010.00;9.50;1869.00;-1.25;17891
76;bunker;1011.00;9.70;1827.00;0.19;0
76;bunker;1070.00;9.70;1781.00;2.86;0
76;bunker;1006.00;9.70;1884.00;0.70;0
76;bunker;1059.00;9.70;1812.00;1.91;0
76;bunker;1006.00;9.70;1813.00;4.93;0
76;bunker;1018.00;9.70;1865.00;1.31;0
76;bunker;1047.00;9.70;1824.00;3.97;0
76;bunker;1015.00;9.90;1921.00;0.35;0
76;bunker;1092.00;9.70;1796.00;3.37;0
76;bunker;1007.00;9.70;1828.00;6.04;0
76;bunker;1093.00;9.80;1782.00;2.42;0
76;bunker;1023.00;9.78;1846.00;0.26;0
76;bunker;1023.00;9.70;1890.00;0.36;0
76;bunker;1011.00;9.70;1790.00;4.48;0
76;bunker;1111.00;11.38;1787.00;0.86;0
76;bunker;1089.00;9.70;1806.00;3.88;0
76;bunker;1070.00;9.70;1757.00;5.09;0
76;bunker;997.00;9.70;1874.00;2.93;0
76;bunker;1020.00;10.80;1816.00;5.59;0
76;bunker;1038.00;9.70;1797.00;0.87;0
76;bunker;1050.00;10.93;1831.00;4.99;0
76;bunker;1071.00;9.70;1818.00;1.38;0
76;bunker;999.00;10.15;1893.00;4.04;0
76;bunker;1014.00;9.70;1862.00;5.60;0
76;bunker;1038.00;10.40;1844.00;3.44;0
76;bunker;1034.00;9.70;1794.00;4.64;0
76;bunker;1002.00;9.70;1855.00;2.48;0
76;bunker;997.00;9.70;1806.00;4.05;0
76;bunker;1031.00;10.00;1853.00;0.43;0
76;bunker;1015.00;10.23;1871.00;3.09;0
76;bunker;1025.00;9.70;1863.00;6.11;0
76;bunker;1092.00;9.70;1800.00;3.95;0
76;coastal_bunker;1065.00;9.50;1792.00;-2.76;0
76;coastal_bunker;987.00;9.50;1803.00;-1.98;0
76;coastal_bunker;1005.00;9.50;1871.00;-0.20;0
76;coastal_bunker;1016.00;9.50;1784.00;0.95;0
76;coastal_bunker;1028.00;9.50;1791.00;-0.17;0
76;coastal_bunker;1055.00;9.50;1797.00;0.28;0
76;coastal_bunker;1005.00;9.50;1846.00;-1.33;0
76;coastal_bunker;1068.00;9.50;1753.00;-0.22;0
76;coastal_bunker;988.00;9.50;1814.00;-2.03;0
76;coastal_bunker;1078.00;9.50;1803.00;-0.27;0
76;coastal_bunker;1079.00;9.70;1800.00;-2.78;0
76;coastal_bunker;994.00;9.50;1867.00;-2.18;0
76;coastal_bunker;1010.00;9.70;1868.00;-1.25;0
76;coastal_bunker;1019.00;9.50;1798.00;0.42;0
76;coastal_bunker;1082.00;9.50;1802.00;-2.55;0
76;coastal_bunker;1060.00;9.50;1803.00;0.15;0
76;coastal_bunker;1007.00;9.50;1839.00;-2.42;0
76;anti_air_building;1031.00;9.70;1887.00;4.62;0
76;anti_air_building;1023.00;11.03;1914.00;5.83;0
76;anti_air_building;1009.00;9.70;1879.00;3.67;0
76;synthetic_refinery;1018.00;9.70;1876.00;0.40;0
76;radar_station;1047.00;10.07;1841.00;4.45;0
76;floating_harbor;1065.48;9.50;1750.17;-3.36;8723
50;arms_factory;992.00;10.25;2005.00;4.85;0
50;arms_factory;957.00;9.90;1985.00;1.23;0
50;arms_factory;985.00;10.82;1955.00;5.35;0
50;arms_factory;990.00;9.70;1934.00;5.45;0
50;arms_factory;1032.00;10.80;1968.00;3.29;0
50;arms_factory;969.00;9.70;1878.00;5.96;0
50;industrial_complex;970.00;9.70;1902.00;2.34;0
